id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review
827782225194164859,3223938,Brooklyn,Flatbush,Private room,37.0,30,0,
772596782067442622,448577768,Manhattan,Harlem,Entire home/apt,80.0,30,1,2023-06-25
1167995766552835416,154973583,Brooklyn,Cypress Hills,Private room,112.0,2,3,2024-08-23
732676772301128352,31805306,Bronx,Highbridge,Private room,60.0,30,23,2024-07-02
721912126539392246,398191111,Brooklyn,Brownsville,Private room,405.0,1,47,2024-08-25
52886556,428183273,Manhattan,Harlem,Private room,65.0,30,21,2023-09-05
705004710308579542,41468177,Brooklyn,South Slope,Entire home/apt,400.0,2,63,2024-08-25
48549263,88450280,Queens,Sunnyside,Entire home/apt,90.0,30,9,2023-09-12
20333831,145082728,Brooklyn,Crown Heights,Entire home/apt,106.0,30,82,2024-08-03
29993012,23952383,Brooklyn,Park Slope,Entire home/apt,110.0,30,20,2024-08-01
39921115,139183483,Brooklyn,Bedford-Stuyvesant,Entire home/apt,189.0,30,2,2023-01-16
1073999228524160138,6263540,Manhattan,Midtown,Private room,72.0,30,1,2024-03-03
1127760258809080188,557454304,Manhattan,Harlem,Entire home/apt,397.0,3,0,
43303056,75395247,Brooklyn,Williamsburg,Entire home/apt,115.0,30,26,2023-08-18
806416160604337463,3223938,Queens,Long Island City,Private room,36.0,30,0,
39951152,307970900,Manhattan,Morningside Heights,Private room,55.0,30,172,2024-08-11
9863045,16911403,Manhattan,East Harlem,Entire home/apt,194.0,30,88,2023-09-30
792797538929761246,162280872,Manhattan,Upper East Side,Entire home/apt,284.0,30,1,2023-12-11
1086297495834546281,2618833,Manhattan,Harlem,Entire home/apt,130.0,30,1,2024-08-24
1081941463780204485,558240264,Manhattan,East Harlem,Private room,68.0,30,1,2024-08-31
658567847166417444,466365624,Queens,Ditmars Steinway,Entire home/apt,190.0,30,25,2023-08-27
884716836263283661,30106970,Queens,Sunnyside,Private room,115.0,30,0,
856918,4481005,Brooklyn,Park Slope,Private room,73.0,30,16,2021-10-15
579679370505962821,23653950,Brooklyn,South Slope,Entire home/apt,125.0,31,0,
1060926963416227728,208667188,Queens,Long Island City,Entire home/apt,144.0,30,0,
49976968,237617302,Manhattan,Upper East Side,Private room,178.0,30,139,2024-07-31
12027791,15789646,Queens,Sunnyside,Entire home/apt,126.0,30,3,2022-05-29
725591176014925644,251842,Brooklyn,Crown Heights,Private room,69.0,60,0,
863089350951779284,408979935,Manhattan,Chelsea,Private room,144.0,1,51,2024-08-16
1153567629778120197,548332044,Brooklyn,Crown Heights,Entire home/apt,369.0,3,8,2024-07-27
14470437,29997245,Brooklyn,Crown Heights,Private room,180.0,3,125,2024-08-11
52267684,6313991,Brooklyn,Bedford-Stuyvesant,Entire home/apt,259.0,30,53,2024-06-30
574069389069400131,2285974,Manhattan,Midtown,Entire home/apt,253.0,30,9,2022-08-04
15506009,6218023,Brooklyn,Crown Heights,Entire home/apt,240.0,30,6,2023-09-16
836129981914196311,496944100,Manhattan,Hell's Kitchen,Hotel room,432.0,1,0,
795626490983249563,156931070,Manhattan,Harlem,Private room,95.0,30,25,2023-11-04
832926612618262513,3223938,Queens,Long Island City,Private room,45.0,90,0,
829141633548661267,7557124,Brooklyn,Park Slope,Entire home/apt,502.0,30,5,2023-07-23
1001343758334590824,6368396,Brooklyn,Crown Heights,Entire home/apt,239.0,5,3,2024-08-20
30717527,33945670,Queens,Long Island City,Entire home/apt,170.0,30,36,2023-12-26
20942873,117287,Manhattan,Hell's Kitchen,Entire home/apt,200.0,30,26,2024-07-01
876345218231198769,93636603,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135.0,30,1,2024-04-30
49692782,309271477,Brooklyn,Gowanus,Entire home/apt,931.0,30,85,2024-01-23
18582792,52403444,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135.0,1,439,2024-08-21
700586064334508163,26693629,Brooklyn,Williamsburg,Entire home/apt,188.0,30,7,2024-08-01
850943,2843998,Brooklyn,Williamsburg,Entire home/apt,186.0,30,38,2023-08-20
1141458748649715025,48007268,Brooklyn,Greenpoint,Entire home/apt,650.0,30,0,
5320325,27502008,Manhattan,Harlem,Private room,47.0,30,112,2024-07-24
15114550,95766078,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180.0,30,100,2023-11-25
984921133567335158,399865453,Brooklyn,Williamsburg,Entire home/apt,149.0,30,7,2024-07-11
602759934255145305,67985770,Manhattan,Harlem,Private room,51.0,30,1,2022-07-31
44798876,143513836,Brooklyn,Crown Heights,Private room,66.0,30,6,2023-07-01
858197365700453988,507703585,Brooklyn,Park Slope,Entire home/apt,300.0,30,1,2023-06-30
40761556,665591,Brooklyn,Williamsburg,Entire home/apt,,30,2,2022-01-31
875308067901552609,228879817,Queens,Flushing,Private room,88.0,1,59,2024-08-29
42060310,275322789,Brooklyn,Bedford-Stuyvesant,Private room,,30,0,
873155515991837871,510810372,Queens,Whitestone,Private room,79.0,1,83,2024-08-17
968921608892347832,439378297,Brooklyn,Crown Heights,Entire home/apt,144.0,30,1,2024-08-05
600705397043965626,67985770,Manhattan,Harlem,Private room,51.0,30,1,2022-08-13
43044085,33320745,Queens,Long Island City,Entire home/apt,180.0,30,31,2024-07-28
602829257111124533,67985770,Manhattan,Harlem,Private room,54.0,30,0,
25812971,186084,Manhattan,Chinatown,Entire home/apt,200.0,30,11,2021-04-28
559485519806458663,350254795,Brooklyn,Bedford-Stuyvesant,Private room,104.0,1,87,2024-08-19
25677571,193296202,Queens,Long Island City,Entire home/apt,850.0,30,21,2024-08-31
878152671005832472,205760,Manhattan,Chelsea,Entire home/apt,315.0,30,1,2024-07-31
1223189346800417421,44542012,Brooklyn,Bedford-Stuyvesant,Private room,88.0,30,0,
18560569,9727058,Manhattan,Harlem,Entire home/apt,138.0,30,88,2023-09-10
24370001,8961407,Manhattan,Harlem,Entire home/apt,290.0,30,89,2024-06-03
1007225310288466255,162280872,Manhattan,Upper East Side,Entire home/apt,208.0,30,0,
1036302925052852340,544149611,Manhattan,Upper West Side,Entire home/apt,395.0,5,19,2024-08-20
24525886,22577148,Brooklyn,Bedford-Stuyvesant,Private room,220.0,5,123,2024-08-11
45531530,341913604,Brooklyn,Crown Heights,Entire home/apt,325.0,30,75,2023-09-03
7654931,40176101,Brooklyn,Bedford-Stuyvesant,Private room,95.0,1,506,2024-08-23
1191242249658906801,446820235,Manhattan,Flatiron District,Entire home/apt,334.0,30,0,
9770459,49293531,Brooklyn,Bedford-Stuyvesant,Private room,73.0,30,42,2024-08-03
37708441,38585625,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150.0,30,8,2020-01-01
695923766308374088,431421365,Manhattan,Harlem,Private room,258.0,3,50,2024-09-02
14314,56246,Brooklyn,Greenpoint,Entire home/apt,115.0,30,178,2024-03-02
8182759,3538661,Brooklyn,Williamsburg,Entire home/apt,325.0,30,4,2024-05-16
3198365,16209547,Manhattan,Harlem,Entire home/apt,170.0,30,215,2023-12-13
5269840,27277459,Brooklyn,East Flatbush,Entire home/apt,152.0,30,88,2021-10-22
820866532149885436,224301575,Brooklyn,Sunset Park,Private room,79.0,30,10,2023-12-31
750593780976204297,439378297,Brooklyn,Crown Heights,Entire home/apt,200.0,30,27,2023-12-03
1211577773979748252,95459395,Manhattan,Hell's Kitchen,Entire home/apt,545.0,30,0,
14506036,1215853,Manhattan,East Harlem,Private room,245.0,30,123,2023-10-02
755230315036947992,486799671,Brooklyn,East Flatbush,Entire home/apt,100.0,30,12,2023-08-27
50447076,393073349,Brooklyn,Midwood,Private room,40.0,30,65,2023-10-31
690070364410526409,267369381,Brooklyn,Flatlands,Entire home/apt,178.0,1,101,2024-08-28
38866096,225530795,Staten Island,West Brighton,Private room,60.0,30,22,2020-11-05
1182928464631855668,419900720,Manhattan,Harlem,Private room,52.0,30,1,2024-08-10
655339007497638499,171168334,Brooklyn,Flatlands,Entire home/apt,238.0,1,140,2024-08-30
9788114,785524,Bronx,Concourse,Private room,99.0,1,524,2024-09-03
812904501672660576,3223938,Brooklyn,Flatbush,Private room,44.0,30,0,
812918853506988002,3223938,Brooklyn,Flatbush,Private room,39.0,30,0,
3360707,16954768,Manhattan,Harlem,Private room,40.0,30,199,2024-05-01
1230687238569474464,77063818,Brooklyn,Bay Ridge,Private room,42.0,30,0,
801478784227176336,459418901,Brooklyn,East New York,Entire home/apt,210.0,30,5,2024-08-11
858375339865080486,204704622,Manhattan,Washington Heights,Private room,39.0,30,2,2024-05-18
9708577,50126257,Brooklyn,Borough Park,Entire home/apt,370.0,30,192,2023-12-04
21778446,129602851,Bronx,Pelham Bay,Private room,182.0,60,3,2022-10-09
1060400890327719821,554101406,Bronx,Kingsbridge,Entire home/apt,110.0,30,0,
625519191136597349,128879778,Brooklyn,Sunset Park,Private room,99.0,1,84,2024-08-21
1164671590352488149,579636187,Brooklyn,East New York,Entire home/apt,154.0,3,15,2024-09-01
17731891,120725189,Brooklyn,Bath Beach,Entire home/apt,250.0,5,78,2024-08-31
1153007572981814487,269017310,Queens,St. Albans,Entire home/apt,100.0,30,0,
54352197,26135496,Queens,Glendale,Private room,97.0,3,112,2024-08-15
4556564,23612276,Manhattan,Harlem,Private room,74.0,30,15,2023-07-16
669124977887839244,459046645,Brooklyn,Bergen Beach,Entire home/apt,250.0,30,14,2023-09-24
885214491668212823,408979935,Manhattan,Chelsea,Entire home/apt,129.0,1,48,2024-08-13
822376759890209277,3223938,Brooklyn,Flatbush,Private room,32.0,30,0,
822597665094988187,61156701,Queens,Sunnyside,Private room,70.0,30,12,2024-08-10
1093677108223598854,562572010,Bronx,Mount Hope,Private room,100.0,30,0,
2700296,13792543,Manhattan,Harlem,Private room,110.0,30,140,2023-09-06
18657204,4025151,Brooklyn,Bedford-Stuyvesant,Entire home/apt,190.0,2,63,2024-08-21
17174519,10590692,Manhattan,Chelsea,Entire home/apt,649.0,30,73,2023-05-30
1153591604915958197,548332044,Brooklyn,Crown Heights,Entire home/apt,349.0,3,6,2024-08-08
1491991,7959444,Brooklyn,Park Slope,Entire home/apt,190.0,30,13,2018-10-22
41151871,330371,Brooklyn,Bedford-Stuyvesant,Entire home/apt,189.0,5,101,2024-08-19
806408919743960601,3223938,Queens,Long Island City,Private room,40.0,90,0,
1009621175691841712,2389777,Manhattan,East Village,Entire home/apt,74.0,30,0,
806386854940901670,3223938,Queens,Long Island City,Private room,36.0,30,0,
44802224,143513836,Brooklyn,Crown Heights,Private room,66.0,30,7,2024-08-31
18565752,52403444,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135.0,1,505,2024-08-11
2151479,10981050,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180.0,3,249,2024-09-03
987852476398957432,33521543,Manhattan,Harlem,Private room,92.0,30,0,
26660828,19739033,Manhattan,Harlem,Private room,150.0,30,4,2023-01-03
4549557,23588055,Manhattan,Harlem,Private room,199.0,30,3,2018-07-10
37937595,272824348,Brooklyn,Bedford-Stuyvesant,Private room,55.0,30,28,2024-01-19
30398373,228257645,Manhattan,Midtown,Entire home/apt,314.0,60,19,2024-04-16
1258651,6854750,Manhattan,Harlem,Private room,289.0,3,171,2024-08-18
19673107,138526119,Queens,Rockaway Beach,Entire home/apt,199.0,30,2,2019-10-13
15507375,32052000,Brooklyn,Manhattan Beach,Entire home/apt,59.0,30,140,2024-08-31
30929920,56394959,Queens,Arverne,Private room,400.0,30,6,2019-08-24
51575334,417809852,Manhattan,Harlem,Entire home/apt,115.0,30,86,2024-08-11
954968669432641550,16066061,Brooklyn,Bedford-Stuyvesant,Private room,41.0,30,4,2024-08-24
1160843985069887115,108443595,Queens,Long Island City,Private room,64.0,30,0,
1067280121863878692,107434423,Brooklyn,South Slope,Entire home/apt,469.0,31,0,
786136894869462302,492141179,Brooklyn,Crown Heights,Private room,170.0,30,30,2023-11-12
815218881748870384,349262538,Brooklyn,Brownsville,Entire home/apt,134.0,30,11,2023-10-02
908634322847816388,16066061,Brooklyn,Bedford-Stuyvesant,Private room,45.0,30,3,2024-04-01
5606308,4514390,Brooklyn,Williamsburg,Entire home/apt,361.0,30,55,2020-01-01
44560298,143513836,Brooklyn,Crown Heights,Entire home/apt,115.0,30,2,2023-10-31
53113382,403346164,Brooklyn,Crown Heights,Entire home/apt,140.0,30,3,2022-03-20
50702550,408979935,Manhattan,Chelsea,Private room,119.0,1,133,2024-08-07
28312177,213803787,Brooklyn,Crown Heights,Entire home/apt,140.0,30,126,2023-09-04
8458966,24559181,Manhattan,Upper East Side,Private room,150.0,30,84,2023-03-05
14024651,6218023,Brooklyn,Crown Heights,Entire home/apt,146.0,30,55,2024-08-09
27963195,189404055,Queens,Long Island City,Private room,90.0,30,44,2020-01-11
822728503736189326,500249074,Queens,Queens Village,Entire home/apt,289.0,2,63,2024-08-18
638375695955118228,50299658,Brooklyn,Sunset Park,Entire home/apt,197.0,30,17,2024-06-01
51025107,41420874,Brooklyn,Crown Heights,Entire home/apt,650.0,2,106,2024-09-01
1075997821413424834,558240264,Manhattan,East Harlem,Shared room,40.0,30,0,
53511447,162280872,Manhattan,Upper East Side,Entire home/apt,188.0,30,2,2023-07-07
38191536,290208548,Brooklyn,East Flatbush,Private room,211.0,30,2,2019-12-14
48044306,2474134,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175.0,30,31,2023-09-30
650156553358311474,33320745,Queens,Long Island City,Entire home/apt,120.0,30,8,2024-01-11
3364802,2401111,Brooklyn,Bushwick,Private room,200.0,30,3,2022-11-13
54544,256161,Manhattan,Harlem,Entire home/apt,130.0,30,143,2023-12-02
8192789,2808153,Manhattan,Harlem,Entire home/apt,200.0,30,19,2019-12-15
620856346042035386,382471468,Queens,Long Island City,Entire home/apt,260.0,30,14,2024-06-05
818119556081729494,162280872,Manhattan,Lower East Side,Entire home/apt,165.0,30,2,2023-07-31
728283927534298491,278991522,Queens,Long Island City,Private room,79.0,30,42,2024-06-30
783350966806640141,491688517,Brooklyn,Windsor Terrace,Entire home/apt,239.0,30,7,2023-09-24
36696860,272824348,Brooklyn,Bedford-Stuyvesant,Private room,56.0,30,55,2023-11-30
54197179,438952657,Manhattan,Upper West Side,Entire home/apt,118.0,30,8,2023-11-23
50243748,307197943,Manhattan,Hell's Kitchen,Entire home/apt,999.0,30,53,2023-08-30
950150663573223073,504021889,Manhattan,Financial District,Entire home/apt,211.0,30,1,2023-10-09
9445593,48949937,Manhattan,SoHo,Private room,400.0,30,181,2024-08-11
975709423503449198,136984427,Manhattan,Murray Hill,Private room,85.0,30,0,
1131890281950917866,98728592,Brooklyn,Crown Heights,Private room,157.0,3,5,2024-08-31
15314054,836168,Manhattan,Upper West Side,Entire home/apt,1000.0,30,17,2017-04-16
721917164353135853,398191111,Brooklyn,Brownsville,Private room,242.0,1,47,2024-08-19
602833605446123047,67985770,Manhattan,Harlem,Private room,52.0,30,1,2022-08-02
51215712,33612342,Brooklyn,Sunset Park,Private room,132.0,1,107,2024-08-24
52674546,426369684,Manhattan,Harlem,Entire home/apt,108.0,30,95,2024-07-30
659329592070542766,67985770,Manhattan,Harlem,Private room,51.0,30,3,2024-06-29
36804299,50453660,Brooklyn,Bedford-Stuyvesant,Entire home/apt,500.0,30,24,2023-09-23
36872628,272824348,Brooklyn,Bedford-Stuyvesant,Private room,56.0,30,47,2024-08-13
51069339,4835177,Queens,Astoria,Entire home/apt,110.0,30,3,2023-05-31
45788659,137358866,Queens,Woodside,Private room,62.0,30,0,
49174756,1515607,Brooklyn,Park Slope,Entire home/apt,154.0,30,106,2024-08-10
52807490,162280872,Manhattan,Upper East Side,Entire home/apt,180.0,30,3,2023-10-01
545090914375173479,140470401,Brooklyn,Crown Heights,Entire home/apt,200.0,2,0,
1465446,7850260,Manhattan,Harlem,Entire home/apt,105.0,30,418,2023-12-05
13139892,15451528,Manhattan,Harlem,Private room,245.0,30,3,2024-05-04
876982640774140424,509695897,Brooklyn,Crown Heights,Entire home/apt,70.0,30,2,2024-08-17
557953921538656336,162280872,Manhattan,Upper East Side,Entire home/apt,176.0,30,7,2024-07-13
51211344,238686010,Brooklyn,Windsor Terrace,Entire home/apt,114.0,30,31,2023-07-31
716732705639141256,479275106,Queens,Long Island City,Shared room,100.0,30,2,2023-10-09
35896695,1576926,Brooklyn,Bedford-Stuyvesant,Private room,75.0,30,38,2024-07-01
21664533,62803,Brooklyn,Brownsville,Private room,69.0,60,19,2024-05-28
938537786436830864,513291953,Brooklyn,Brownsville,Entire home/apt,78.0,30,0,
587889072466798836,418612583,Brooklyn,East Flatbush,Entire home/apt,105.0,30,70,2024-07-12
993756480773417948,243489304,Manhattan,Two Bridges,Private room,108.0,2,25,2024-08-15
33271828,2522815,Brooklyn,Sunset Park,Entire home/apt,144.0,30,85,2023-09-19
994196359630313253,385091169,Manhattan,Financial District,Entire home/apt,220.0,14,4,2024-05-02
37060607,278744903,Brooklyn,Crown Heights,Entire home/apt,665.0,30,21,2023-02-19
5406041,27974744,Manhattan,East Village,Private room,107.0,2,326,2024-08-19
636384130950359856,30359189,Brooklyn,Williamsburg,Private room,90.0,30,0,
47097490,278925199,Manhattan,Upper East Side,Entire home/apt,174.0,30,9,2024-06-17
10279086,52862385,Brooklyn,Crown Heights,Entire home/apt,120.0,30,149,2024-07-01
670549816690736403,307197943,Manhattan,Hell's Kitchen,Entire home/apt,1028.0,30,47,2023-10-08
1128406823045262884,570312104,Brooklyn,Brownsville,Private room,130.0,3,12,2024-09-01
19888622,140470401,Brooklyn,Crown Heights,Entire home/apt,251.0,2,161,2024-09-02
7692870,3587751,Brooklyn,Williamsburg,Private room,120.0,30,320,2023-11-24
1183290796056119188,126636517,Brooklyn,Sunset Park,Private room,120.0,2,8,2024-08-29
1162392324462030686,154973583,Brooklyn,Cypress Hills,Private room,118.0,2,3,2024-08-23
860170703368011018,52128810,Manhattan,Harlem,Entire home/apt,673.0,3,50,2024-08-11
674502995250782855,93947132,Brooklyn,East Flatbush,Entire home/apt,,30,5,2023-07-09
43289906,33320745,Queens,Long Island City,Entire home/apt,132.0,30,35,2024-07-21
1180756146376303826,466699592,Queens,Long Island City,Entire home/apt,115.0,30,0,
1228989876364419183,597684723,Brooklyn,Fort Greene,Private room,65.0,30,0,
20581903,166634,Brooklyn,Brownsville,Private room,78.0,2,194,2024-08-18
602831381226115612,67985770,Manhattan,Harlem,Private room,51.0,30,0,
695712819581552031,28260018,Manhattan,Harlem,Private room,71.0,30,52,2024-07-26
42620528,299565154,Manhattan,Harlem,Entire home/apt,250.0,30,115,2023-12-05
684533628871857518,9510011,Manhattan,Harlem,Entire home/apt,189.0,30,25,2023-09-09
52190454,16066061,Brooklyn,Bedford-Stuyvesant,Private room,40.0,30,50,2024-07-05
607781,2874433,Manhattan,East Harlem,Entire home/apt,120.0,30,250,2024-08-04
1048922932805066353,545874131,Brooklyn,Sunset Park,Private room,255.0,1,81,2024-08-26
4338548,910592,Brooklyn,Bedford-Stuyvesant,Private room,225.0,5,52,2024-05-04
43770316,143513836,Brooklyn,Crown Heights,Private room,66.0,30,2,2021-03-11
575940350599230311,16977462,Manhattan,Chinatown,Private room,,30,40,2023-10-21
50702408,408979935,Manhattan,Chelsea,Private room,97.0,1,353,2024-08-20
37060440,278744903,Brooklyn,Crown Heights,Entire home/apt,260.0,30,54,2024-07-08
602827356114645635,67985770,Manhattan,Harlem,Private room,54.0,30,1,2022-08-28
666613,3370705,Brooklyn,Williamsburg,Entire home/apt,215.0,31,164,2024-08-19
18290561,9777215,Manhattan,Harlem,Entire home/apt,127.0,30,107,2024-07-27
3200522,1369577,Brooklyn,Crown Heights,Entire home/apt,320.0,30,267,2023-12-06
1219815548009925852,493207893,Brooklyn,Bushwick,Private room,58.0,30,0,
695539871397026127,67985770,Manhattan,Harlem,Private room,52.0,30,2,2024-05-30
4285522,22243932,Manhattan,Harlem,Private room,195.0,2,27,2024-06-08
314982,1617817,Manhattan,East Village,Private room,89.0,30,188,2024-07-28
12233692,65598016,Brooklyn,Crown Heights,Private room,89.0,30,152,2022-08-16
29654321,7863991,Brooklyn,Williamsburg,Entire home/apt,226.0,30,70,2024-04-06
737877918821333784,483634479,Manhattan,Harlem,Private room,70.0,30,40,2024-06-26
886492710478314470,5354308,Queens,Astoria,Entire home/apt,135.0,30,6,2024-08-23
52219116,18170333,Queens,Kew Gardens,Private room,100.0,2,67,2024-08-12
833232881348220878,3223938,Queens,Long Island City,Private room,41.0,30,0,
21273425,153886003,Queens,Maspeth,Entire home/apt,115.0,30,338,2024-08-10
602823682550416384,67985770,Manhattan,Harlem,Private room,51.0,30,2,2023-10-01
860171140269043383,507703585,Brooklyn,Park Slope,Entire home/apt,133.0,30,4,2024-08-15
756660534724054097,4422962,Brooklyn,Crown Heights,Entire home/apt,131.0,30,11,2024-06-01
767562,1949282,Brooklyn,Bushwick,Private room,42.0,30,101,2024-01-10
1075681521566604158,557645539,Manhattan,SoHo,Entire home/apt,640.0,2,3,2024-09-02
16282085,54342301,Brooklyn,Crown Heights,Entire home/apt,364.0,30,11,2019-01-02
1176130241982516230,446820235,Manhattan,Greenwich Village,Entire home/apt,516.0,30,0,
18227529,21940966,Manhattan,Harlem,Entire home/apt,146.0,30,86,2019-09-22
900383,4808242,Brooklyn,Bedford-Stuyvesant,Shared room,100.0,30,28,2020-01-04
2044889,172147,Brooklyn,Williamsburg,Entire home/apt,176.0,60,18,2024-07-31
959487132458696940,244356132,Manhattan,Harlem,Entire home/apt,389.0,3,33,2024-08-31
932886366776445764,232649144,Manhattan,East Harlem,Private room,79.0,30,0,
802587549750267128,488152765,Queens,Sunnyside,Entire home/apt,271.0,30,17,2023-10-29
44799074,219517861,Manhattan,Financial District,Entire home/apt,183.0,1,45,2023-11-20
821255433604832112,382572424,Brooklyn,Greenpoint,Private room,70.0,30,4,2024-05-07
687561322939099711,329841044,Manhattan,Upper East Side,Entire home/apt,371.0,3,86,2024-08-12
1126163691986174137,2748690,Brooklyn,Sunset Park,Entire home/apt,120.0,30,0,
1076022471489541673,558240264,Manhattan,East Harlem,Shared room,40.0,30,0,
695544287663396890,67985770,Manhattan,Harlem,Private room,51.0,30,3,2024-06-13
45943671,369104627,Manhattan,Greenwich Village,Entire home/apt,599.0,30,7,2023-10-09
5274268,9147223,Manhattan,East Harlem,Private room,150.0,30,21,2024-08-25
678325546022568046,470977670,Brooklyn,Sunset Park,Entire home/apt,95.0,30,2,2024-02-06
35843321,3299151,Brooklyn,Williamsburg,Entire home/apt,298.0,180,2,2019-10-31
29858182,216456504,Bronx,Wakefield,Private room,90.0,30,59,2023-06-19
52427297,173660196,Brooklyn,Canarsie,Private room,115.0,2,88,2024-08-02
36601330,266797018,Manhattan,Little Italy,Private room,,1,1,2020-11-01
860932964024906492,171051361,Brooklyn,Sunset Park,Private room,40.0,30,3,2024-07-22
1029497609134512892,488152765,Queens,Sunnyside,Entire home/apt,205.0,1,41,2024-08-15
31085679,231150375,Brooklyn,Bedford-Stuyvesant,Private room,75.0,30,28,2024-04-10
978386,5354308,Queens,Astoria,Entire home/apt,75.0,30,312,2024-05-31
618731819301540593,2100968,Brooklyn,Windsor Terrace,Entire home/apt,300.0,30,1,2023-01-01
20242938,166634,Brooklyn,Brownsville,Private room,78.0,2,192,2024-08-19
1011638967625287250,510853882,Brooklyn,Bedford-Stuyvesant,Private room,100.0,30,0,
52459126,37694131,Queens,Long Island City,Entire home/apt,162.0,30,7,2024-06-18
52317592,162280872,Manhattan,Upper East Side,Entire home/apt,160.0,30,11,2024-03-18
695543239340187444,67985770,Manhattan,Harlem,Private room,51.0,30,1,2024-04-17
43714286,46066063,Brooklyn,Bedford-Stuyvesant,Private room,42.0,30,12,2023-07-22
1125394067603414786,162109689,Manhattan,Chinatown,Entire home/apt,469.0,4,11,2024-08-18
1047245552706540706,739539,Brooklyn,Williamsburg,Entire home/apt,399.0,30,2,2024-05-31
22409448,9470468,Manhattan,Harlem,Entire home/apt,195.0,30,144,2023-09-21
4350687,11344729,Brooklyn,Crown Heights,Entire home/apt,350.0,30,3,2015-09-30
643410103404182626,787273,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200.0,30,0,
1055831585093374007,551125362,Manhattan,East Village,Private room,82.0,90,0,
39950446,307970900,Manhattan,Morningside Heights,Private room,75.0,30,183,2023-10-01
956637921456579090,337452975,Brooklyn,East Flatbush,Private room,109.0,1,22,2024-08-26
53909238,11369454,Manhattan,Harlem,Entire home/apt,190.0,30,98,2024-07-01
50218259,5717334,Brooklyn,Bedford-Stuyvesant,Private room,195.0,30,0,
31994735,193954973,Brooklyn,Williamsburg,Entire home/apt,189.0,30,21,2019-12-15
714527931805091670,2867137,Manhattan,Kips Bay,Entire home/apt,235.0,30,0,
35805808,5976443,Brooklyn,Williamsburg,Entire home/apt,120.0,30,17,2023-11-11
557214768983156460,441071545,Queens,Long Island City,Entire home/apt,250.0,30,1,2022-11-30
23289674,29219991,Brooklyn,Williamsburg,Entire home/apt,175.0,30,97,2023-12-08
5095468,18227787,Manhattan,East Harlem,Entire home/apt,169.0,30,127,2024-07-28
29124414,19864547,Brooklyn,Crown Heights,Entire home/apt,225.0,30,19,2023-05-29
1088448586790398597,222540808,Manhattan,Chelsea,Private room,80.0,30,0,
1128957058125592930,11148487,Queens,Sunnyside,Entire home/apt,135.0,45,0,
1201641517489140505,291033670,Brooklyn,Crown Heights,Shared room,48.0,30,0,
11973701,15789646,Queens,Sunnyside,Entire home/apt,157.0,30,14,2022-08-10
1081962213151884751,558240264,Manhattan,East Harlem,Private room,68.0,30,0,
1156713518442743761,548332044,Brooklyn,Crown Heights,Entire home/apt,369.0,3,5,2024-08-12
1176033258013069965,50455157,Manhattan,Harlem,Private room,55.0,85,1,2024-08-03
1027518763993844240,33456921,Manhattan,Harlem,Entire home/apt,195.0,4,5,2024-08-19
1392144,1873589,Brooklyn,Crown Heights,Entire home/apt,375.0,30,31,2023-01-04
52637377,408979935,Manhattan,Chelsea,Private room,100.0,1,159,2024-08-05
602753544351230553,67985770,Manhattan,Harlem,Private room,49.0,301,0,
717557610336262134,398191111,Brooklyn,Brownsville,Private room,358.0,1,35,2024-09-01
2028677,9852787,Manhattan,Harlem,Entire home/apt,115.0,30,60,2023-06-24
52112035,78150907,Brooklyn,Crown Heights,Entire home/apt,160.0,30,7,2023-10-21
56859,256161,Manhattan,Harlem,Private room,79.0,30,272,2023-09-16
575177553813624922,50489309,Brooklyn,Greenpoint,Private room,,30,16,2023-09-05
700629595665616550,26693629,Brooklyn,Williamsburg,Entire home/apt,150.0,30,2,2024-08-23
2700596,13792543,Manhattan,Harlem,Private room,92.0,30,160,2024-08-15
879030966933509043,8032841,Manhattan,Harlem,Private room,105.0,30,7,2023-09-04
1105739143389361272,564458878,Brooklyn,Williamsburg,Private room,738.0,1,0,
897671789573838437,33188,Brooklyn,Williamsburg,Entire home/apt,400.0,30,1,2024-07-28
798792308049527521,398977872,Brooklyn,Williamsburg,Private room,105.0,30,4,2023-04-17
1117350487164620171,44501635,Brooklyn,Williamsburg,Entire home/apt,165.0,30,1,2024-06-20
948749715443063513,529325330,Manhattan,Hell's Kitchen,Entire home/apt,210.0,30,0,
853202520017870748,103332090,Queens,Long Island City,Entire home/apt,125.0,30,0,
750728051948450130,9487431,Brooklyn,Williamsburg,Entire home/apt,,30,1,2023-07-10
49209163,346906516,Manhattan,East Village,Private room,146.0,2,24,2024-07-31
826453415903291508,363357,Manhattan,Harlem,Entire home/apt,133.0,30,0,
1010947700541318826,543459877,Brooklyn,Bushwick,Private room,48.0,30,0,
15018397,37723496,Brooklyn,DUMBO,Private room,195.0,3,116,2024-09-01
14446717,30045574,Manhattan,Upper West Side,Entire home/apt,160.0,30,30,2024-07-25
